item_id,web_name,category,tags,aidong_tags,object_name,ipa,description
ICON-0433,의상번호집게,패션,소장템|고정|집게,삐욘병아리|별빛기린|장면멍|무술냥|샤인수달|청음냥|별빛범|소리멍|온기쿼카|캡틴비트멍|폭스데여우|햇살폭스,집게,tɕipɡe,"여러 벌의 의상이 뒤섞이지 않게 번호를 물려 두는 집게. 숨 가쁜 갈아입기 사이엔 단 한 벌만 헷갈려도 큰일이라, 옷마다 제 차례가 또렷이 적혀 있다. 분주함도 질서가 받쳐야 우아하다."
ICON-0434,수선실핀쿠션,생활,소장템,말티범멍|별빛기린|힘센늘보|용맹표범|벚꽃솔|단정범|산적섹시|그루브릴라|루미햄찌|네크타르숨멍|런웨이사막여우|우사네코토끼,수선실핀쿠션,susʌnsilpʰinkʰusjʌn,"수선실 한구석에 놓인 핀쿠션. 터진 솔기, 떨어진 단추를 말없이 메워 온 손이 여기 머문다. 무대 위 흐트러짐 없는 옷매무새 뒤엔, 무대를 한 번도 본 적 없는 바늘땀의 정성이 숨어 있다."
ICON-0435,원단조각링,자원,소장템|파츠|조각,몸짓토끼|마토깃토끼|고음리더냥|막내멍|막내코끼리|텐션곰|포근라마|글로우토끼|비트사슴|전환여우|발도장냥,링,ɾiŋ,"여분 원단 조각들을 하나로 꿴 링. 본 옷이 상할 때를 대비해 똑같은 천을 미리 남겨 둔다. 별일 없길 바라며 챙겨 둔 이 작은 준비가, 정작 큰일이 닥친 순간 무대 의상을 구해 낸다."
ICON-0436,급속단추팩,패션,소장템,바다스텝고래|홍당삐약|마이크늑대|폭신멍|개죽멍|위트돌핀|건스키늑대|초코늑대|루미햄찌|스팟고양이|노블곰|햄일햄찌,급속단추팩,kɯpsokdantɕʰupʰɛk,"급할 때 곧장 달 수 있는 단추 한 팩. 공연 직전 단추 하나가 톡 떨어지면 온 분장실이 일순 술렁인다. 그 짧고 아찔한 비상을 단번에 잠재우는, 작지만 더없이 듬직한 구급함이다."
ICON-0437,무대벨트홀더,공연,소장템|고정|홀더,수달라인|팬싸멍|다크늑대|모티프라마|리듬토끼|쫑긋솔|왕자토끼|숨결멍|브리즈양|캡틴가시|도약늑대|대장늑대,홀더,holdʌ,"무대 의상의 벨트를 단단히 붙들어 주는 홀더. 격하게 뛰고 돌아도 옷이 흐트러지지 않게. 무대 위에서 마음껏 누리는 그 자유는, 보이지 않는 곳을 야무지게 여며 둔 데서 비로소 온다."
ICON-0438,깃털먼지털이,생활,소장템,시크리듬냥|마토깃토끼|배려멍|샤인멍|호흡사막여우|리더렉스|인사다람|소리펭|브리즈양|곱슬펭|샤인돌고래|폭스디여우,깃털먼지털이,kittʰʌlmʌndʑitʰʌli,"조명 아래선 작은 보풀 하나도 도드라지니까, 깃털 털이로 의상 위를 살살 쓸어 내린다. 무대로 발을 내딛기 직전, 옷을 마지막으로 매만지는 그 다정한 손길은 늘 이 부드러운 깃털 몫이다."
ICON-0439,대기실슬리퍼택,공연,소장템,스텝토끼|누룽상어|귀염수달|폭스멍|소통천재|별빛펭|산적섹시|햇살멍|여유라마|쪼꼬코알라|온기마당멍|브리즈냥,대기실슬리퍼택,tɛɡisilsɯlɾipʰʌtʰɛk,"대기실 슬리퍼마다 붙은 이름 택. 누구 것인지 적힌 작은 표 하나에, 우리가 같은 팀이라는 안도가 조용히 담긴다. 신발을 벗고 발을 뻗는 그 방이, 무대 뒤에서 가장 편안한 집이 된다."
ICON-0440,스타일링집게판,공연,소장템|고정|집게,승환리트리버|항해리트리버|책곰|곰솜|다채멍|흰멍이|베이스쥐|포근멍|브리즈양|치즈깃냥|소프트늑대|티요넨토끼,판,pʰan,"머리를 만지는 동안 갈래를 잡아 두는 집게판. 한 올 한 올 매만지는 사이, 손가락은 흩어지려는 머리칼을 잠시 이 집게에 맡겨 둔다. 단정함이란 결국 이런 작은 멈춤들이 모여 이루어진다."
ICON-0441,옷핀정리캡슐,공예시설,소장템,환생멍|마이크멍|별빛곰|얼음볕|배우멍|랩토끼|말티연|프레임사슴|샤인라마|스팟강아지|노블곰|시선냥,옷핀정리캡슐,otpʰindʑʌŋɾikʰɛpsjul,"솔기가 터진 새벽, 캡슐 뚜껑을 열면 작고 차가운 은빛이 가지런히 누워 있다. 보이지 않는 안쪽에서 의상을 가장 단단히 붙드는 손—옷핀은 늘 무대 뒤편에서 조용히 일한다."
ICON-0442,렌즈청소천,전자,소장템,불독리더|솔라햄찌|모티프돼지|렌즈승냥|숨결여우|샤인곰|멜로모래여우|동선멍|지혜올빼미|멜로강아지|비트펭|우사네코토끼,렌즈청소천,ɾendʑɯtɕʰʌŋsotɕʰʌn,"후, 입김 한 번 불고 동그라미를 그리며 닦으면 뿌옇던 세상이 또렷해진다. 그 짧은 찰나가 좋아서 자꾸 렌즈를 닦는다. 누군가의 시야를 대신 맑게 개어 주는 작은 봄볕 한 장."
ICON-0443,삼각대고무발,자원,소장템|고무,인사토끼|마이크곰|고음리더냥|막내삐약|글램뱀|브리즈수달|별빛범|소리햄|돼끼비트|글로우여우|리더삐약|프레임토끼,삼각대고무발,samɡakdɛɡomubal,세 발끝에 고무를 끼우자 마룻바닥이 더는 비명을 지르지 않는다. 작은 한 점이 흔들림을 삼키는 동안 화면 속 풍경은 거짓말처럼 고요해진다. 안정은 늘 발밑에서 조용히 시작된다.
ICON-0444,카메라레인커버,전자,소장템|보호|커버,황제멍|별꼬리여우|비주얼곰|겨울볕|모티프토끼|콩알소원멍|합주멍|웨이브멍|숨결바다멍|칩물결수달|소프트곰|받침기둥곰,커버,kʰʌbʌ,"빗방울이 또르르 흘러내려도 렌즈는 마른 채 세상을 담는다. 야외 촬영의 흐린 오후, 카메라 위로 투명한 우비가 살포시 씌워진다. 소중한 건 젖기 전에 먼저 감싸는 법이라고."
ICON-0445,촬영표식테이프,자원,소장템,별빛냥|스윙멍|정류장멍|수호등토끼|비트삐약|꼬마양|브리즈햄찌|막내폭스|비트냥|다이아냥|리더삐약|폭스냥,촬영표식테이프,tɕʰwaljʌŋpʰjosiktʰeipʰɯ,"여기 서, 저기로 돌아—색색의 짧은 자국이 한마디 없이 갈 길을 또박또박 짚어 준다. 무대가 끝나면 미련 없이 떼어내도, 익숙해진 발끝은 그 자리를 오래오래 기억한다."
ICON-0446,컷분리클립,자원|문구,소장템|고정|클립|금속|플라스틱,루미돼지|별빛오리|코알라책|카리스마독수리|호흡사막여우|꿈멍|인사다람|전환샤크|장면쥐|칩물결수달|리더삐약|모티프치타,클립,kʰɯlɾip,"흩어지려는 종이들을 한입에 무는 작은 집게. 딸깍, 경쾌한 소리 하나에 어제와 오늘이 가지런히 묶인다. 정리란 잃어버릴 뻔한 것을 가만히 붙드는 다정한 손버릇이다."
ICON-0447,화이트밸런스판,공연,소장템,포근들소|솔빛멍|졸린코알라|비트여우|연기다람|비트너굴|산적섹시|소리펭|청량병아리|숨결토끼|리더삐약|폭스데여우,판,pʰan,"하얀 판을 화면에 비추면 색들이 슬며시 제자리를 찾아간다. 누런 노을도, 푸른 새벽도 거짓 없이. 진짜 흰빛을 아는 판 하나가 나머지 빛깔을 정직하게 말하게 한다."
ICON-0448,메모리보관캔,문구,소장템|문서|메모,베이비프로그|별빛오리|책곰|지후쿼카|왕국멍|청음멍|고음토끼|포근멍|막내여우|캡틴비트멍|유영해파리|청량냥,메모리보관캔,memoɾiboɡwankʰɛn,"작은 양철 통 안에 추억의 칩들이 곤히 잠들어 있다. 뚜껑을 열면 찰칵, 지난 계절의 장면들이 손바닥으로 쏟아진다. 기억은 이렇게 단단한 통 하나에 고이 담겨 머문다."
ICON-0449,모니터후드캡,전자,소장템,별빛여우|솔빛멍|모티프돼지|정현댕|긍정토끼|샛별노루|건스키늑대|정렬사슴|돼끼비트|늑끼리더|리더멍|러블리냥,캡,kʰɛp,"모니터 둘레에 검은 차양을 두르자 빛 반사가 뚝 그친다. 햇살 쏟아지는 창가에서도 화면은 제 색을 잃지 않는다. 잘 보려면 먼저 잡광부터 가려야 한다고, 후드가 가만히 일러준다."
ICON-0450,촬영장방음핀,공연,소장템,노블오랑우탄|항해리트리버|황금멍|수호등토끼|입술참새|랩토끼|승협멍|대형멍|막내사막여우|숨결토끼|렌즈사슴|인사식사슴,핀,pʰin,"문틈에 끼운 작은 핀 하나가 바깥 소음을 슬며시 잘라낸다. 복도의 발소리도, 옆방의 웃음도 여기까진 닿지 못한다. 맑은 소리를 담으려면 먼저 침묵부터 지어야 하니까."
ICON-0451,분장스펀지팩,공연,소장템,옥빛냥 초기 지급용|갭댄스멍|샤인냥|밴드삐약|쫑긋볕|브리즈여우|시카고냥|하모니병아리|웨이브수달|여유라마|멜로강아지|비트뱁새|폭스늑대,분장스펀지팩,pundʑaŋsɯpʰʌndʑipʰɛk,보드라운 스펀지가 차곡차곡 누운 한 묶음. 손끝으로 톡톡 분 가루를 두드리면 얼굴이 한 톤 환해진다. 무대 위 환한 미소 뒤엔 늘 이 부드러운 손길들이 숨어 있다.
ICON-0452,헤어핀케이스,패션,소장템|수납|케이스,별빛냥|렌즈곰|스윙토끼|햇살펭|스윙라마|스파크코알라|스파크냥|단정곰|포근토끼|큐리더냥|발도장냥|우사네코토끼,케이스,kʰeisɯ,"잃어버리기 쉬운 작은 핀들의 단정한 집. 뚜껑을 열면 은빛이 나란히 줄을 서서 반긴다. 흩어지면 보이지 않아도 모아두면 든든한, 작은 것들에게도 제집은 필요하다."
ICON-0453,브러시살균통,자원|생활,소장템|도구|브러시,몸짓토끼|샤인냥|황금멍|늑대|모티프멍|청음토끼|모찌점프토끼|둥글솔|리더토끼|스팟강아지|리더삐약|인사식멍,통,tʰoŋ,"하루 종일 색을 머금은 붓들이 통 속에서 자외선 샤워를 한다. 보이지 않는 빛이 묵은 것을 씻어내는 사이, 내일의 붓끝은 처음처럼 보송해진다. 청결도 정성의 한 결이다."
ICON-0454,파우더퍼프망,공연,소장템,시골멍|창문깜냥|호리범|폭스곰|청청솔|비트너굴|별빛햄찌|범얼룩|신사멍|캡틴가시|소프트토끼|브리즈냥,파우더퍼프망,pʰaudʌpʰʌpʰɯmaŋ,동글동글한 퍼프들이 그물망 안에서 가만히 숨을 고른다. 망 사이로 바람이 드나들면 보송함이 오래 산다. 잘 마른 퍼프 한 알에 내일 아침의 화사함이 미리 담긴다.
ICON-0455,스타일고정스프레이캡,공연,소장템,온기멍|숨결촛불냥|드럼멍|별빛멍|왕관여우|별빛펭|왕자토끼|그루브릴라|비트냥|크루리듬멍|런웨이사막여우|브리즈냥,캡,kʰɛp,칙— 한 번 뿌리면 바람에도 흐트러지지 않는다. 공들인 머리 모양을 밤새 붙들어 줄 작은 마개. 단단히 고정된 머릿결 위로 환한 조명이 부서지듯 쏟아져 내린다.
ICON-0456,립브러시커버,자원|생활,소장템|도구|브러시,스팟호랑이|트랙말|졸린코알라|스텝냥|기사다람|꼬마양|포근라마|초코늑대|숨결바다멍|모티프노루|콩알볼|스텝여우,커버,kʰʌbʌ,가느다란 솔끝을 살포시 감싸는 작은 뚜껑. 가방 속에서 이리저리 흔들려도 붓은 곧고 깨끗하게 지켜진다. 작은 붓 하나 아끼는 마음이 입술 위 한 획의 색을 완성한다.
ICON-0457,대기번호거울,공예시설,소장템,수달라인|선명멍|베이비라이언|샤인멍|숨결냥|단정노루|승협멍|댄스멍|온기냥|브리즈토끼|단풍볼|루미멍,거울,kʌul,"내 차례를 알리는 숫자 옆에 작은 거울이 살며시 붙어 있다. 무대에 오르기 직전, 흐트러진 앞머리를 마지막으로 매만지는 자리. 긴장도 한 번 비춰보면 조금은 가벼워진다."
ICON-0458,손목밴드타월,건강|자원,소장템|착용|밴드|천,삐약|브리즈멍|코알라책|샤인멍|토끼|흰멍이|씰윤물개|숨토끼|포뇨금붕어|샤인노루|온기마당멍|스위치여우,손목밴드타월,sonmokbɛndɯtʰawʌl,"이마의 땀을 손목 한 번으로 쓱 닦아내는 보드란 띠. 안무가 격해질수록 더 자주 손이 간다. 숨이 차오르는 순간마다 곁을 지켜 주는, 손목 위의 작은 위로 한 줄."
ICON-0459,소품가방라벨,자원|문구,소장템|부착물|라벨|종이,두부물개|렌즈곰|또렷막내멍|노블여우|러브가시|꿈햄|폭스여우|포근멍|루미냥|벌룬범|스텝다람|물빛수달,라벨,ɾabel,분장실에 똑같은 가방 열 개가 줄지어 서도 헷갈릴 일 없다. 가방마다 붙은 이름표가 주인을 또렷이 일러 주니까. '내 것'이라 적어두는 일은 작지만 다정한 표시다.
ICON-0460,연습실예약핀,공연,소장템,호주여우|별빛기린|미소볼|호흡여우|숨결냥|비트너굴|말풍선앵무|관찰냥|청량병아리|숨결토끼|글로우멍|루미토끼,핀,pʰin,오늘은 누가 이 연습실을 쓸까. 문 앞 보드에 콕 꽂힌 작은 핀이 말없이 시간을 나눠 준다. 다음 차례를 기다리는 마음들이 이 핀 하나에 가만히 줄을 선다.
ICON-0461,벽시계커버링,생활,소장템|보호|커버,불독리더|저음늘보|또렷막내토끼|모래볕|브리즈여우|꿀성햄찌|느린스텝늘보|웨이브멍|루미냥|숨결다람|스윙노루|숨결중심냥,링,ɾiŋ,벽시계 위로 투명한 덮개가 살포시 내려앉아 먼지를 막는다. 똑딱이는 바늘은 흐려지지 않고 시간은 맑게 흘러간다. 소중한 것 위엔 보이지 않는 보호 한 겹이 늘 필요하다.
ICON-0462,바닥보호패드,공예시설,소장템,말티범멍|브리즈멍|안부토끼|늑대|청청솔|스파크범|포모펭|웨이브수달|막내여우|노블다람|끼멍|시선냥,패드,pʰɛdɯ,"의자 다리 밑에 붙은 얇은 패드가 마룻바닥의 상처를 미리 막는다. 끌어도 긁히지 않고 옮겨도 자국 하나 남지 않는다. 보이지 않게 바닥을 아끼는 마음, 그게 오래 쓰는 비결이다."
ICON-0463,음료금지표식칩,공예시설,소장템,루미범|노블라마|아재토끼|글로우냥|연기다람|밤결냥|보컬멍|스파크토끼|리더코알라|크루리듬냥|런웨이사막여우|온기토끼,칩,tɕʰip,"여기선 잠깐 음료를 내려두자고, 작은 칩이 다정히 부탁한다. 악보도 장비도 젖으면 곤란하니까. '금지'라는 말도 이렇게 건네면 어느새 따뜻한 배려가 된다."
ICON-0464,환기버튼라벨,자원|문구,소장템|부착물|라벨|종이,말티범멍|캣라인|리더곰|달빛노루|겸도리버|파란편지멍|말풍선앵무|첫눈곰|스파크쿼카|캡틴비트멍|막내햄|스텝여우,라벨,ɾabel,"답답한 공기를 바꾸고 싶을 땐 여기를 누르라고, 버튼 옆 작은 라벨이 길을 안내한다. 숨이 트이는 일은 의외로 이런 사소한 표시 하나에서 가만히 시작된다."
ICON-0465,스피커받침고무,자원,소장템|받침|고무,꽃노루|솔라햄찌|코알라책|호흡여우|모티프멍|쫑긋솔|리듬냥|숨토끼|리더코알라|스팟강아지|소프트곰|프레임토끼,스피커받침고무,sɯpʰikʰʌbattɕʰimɡomu,스피커 밑에 깔린 고무 받침이 둔탁한 떨림을 슬며시 삼킨다. 저음이 바닥을 타고 번지지 않으니 소리는 한결 또렷해진다. 좋은 울림은 단단한 발판 위에서 비로소 맑아진다.
ICON-0466,락커번호자석,생활,소장템,동글보컬햄|장면삐약|귀염수달|비트멍|호흡사막여우|꿈햄|멜로모래여우|숨결멍|샤인라마|우아수달|또렷초점여우|숨결햄,자석,tɕasʌk,락커 문에 척 붙는 작은 숫자 자석. 오늘 내 짐은 몇 번 칸에서 잠들까. 매일 자리가 바뀌어도 자석 하나면 금세 내 칸이 생긴다. 소속이란 이렇게 가벼운 표식에서 온다.
ICON-0467,거울닦이와이퍼,공연,소장템,온기멍|등대여우|보컬캣|도토리볕|숨결여우|청음토끼|별빛범|숨토끼|신사멍|아이디어늑대|온기마당멍|모티프치타,거울닦이와이퍼,kʌuldaɡiwaipʰʌ,거울 위를 한 번 쓱 지나가면 김 서림이 말끔히 걷힌다. 흐릿하던 내 얼굴이 또렷이 떠오르는 순간. 나를 제대로 보려면 먼저 흐린 것부터 가만히 닦아내야 한다.
ICON-0468,출입문완충패드,공연,소장템,래빗|사과멍|호흡멍|예왕쿼카|브리즈여우|도토리솔|갈기루미사자|밀리쥐|비트다람|꿀주머니|폭스데여우|브이토끼,패드,pʰɛdɯ,"세게 닫히는 문틈에 끼워둔 폭신한 완충재. 쾅 소리도, 손 끼임도 부드럽게 받아낸다. 거친 부딪힘 사이에 다정함 한 겹을 슬쩍 끼워 넣는 작은 안전이다."
ICON-0469,케이블덮개블록,공연,소장템,인사토끼|포근늑대|여우|용맹표범|청청솔|랩토끼|합주멍|그루브멍|비트다람|꼬리비트멍|또렷초점여우|받침기둥곰,케이블덮개블록,kʰeibɯldʌpɡɛbɯlɾok,"바닥을 가로지르는 케이블 위로 단단한 덮개가 야무지게 다리를 놓는다. 발에 걸릴 일도, 선이 밟힐 일도 없다. 길을 막지 않으면서 길을 지키는 한 블록의 묵묵함."
ICON-0470,미끄럼주의콘,공예시설,소장템,포근들소|항해리트리버|배려멍|숨결준호멍|스윙라마|브리즈수달|베이스쥐|초코늑대|모티프여우|크루리듬냥|글로우멍|숨결알파카,미끄럼주의콘,mik͈ɯɾʌmdʑuɰikʰon,"젖은 바닥 위에 노란 고깔이 홀로 서서 가만히 경고한다. 조심히, 천천히 디디라고. 환한 무대 뒤편엔 이렇게 묵묵히 발걸음을 지키는 작은 파수꾼이 서 있다."
ICON-0471,응급라이트봉,공연,소장템,옥빛냥 초기 지급용|막내보컬멍|별빛멍|산울림냥|별빛냥|리듬토끼|해피볼멍|안래빗|첫눈곰|스파크돌고래|별빛냥|든든멍|막내카리스냥,봉,poŋ,"정전된 복도에 톡 켜지는 한 줄기 빛. 어둠 속에서도 길을 잃지 말라고, 응급의 불빛이 손에 쥐어진다. 가장 어두운 순간에 가장 환해지는 것들이 세상엔 분명 있다."
ICON-0472,난간보호캡,공연,소장템,황제펭|소프트여우|별빛곰|호흡여우|왕관냥|청음멍|별빛토끼|소리삐약|포뇨금붕어|스팟강아지|소프트펭|프레임토끼,보호캡,pohokʰɛp,"계단 난간 끝에 씌운 둥근 캡이 모난 모서리를 부드럽게 감싼다. 무심코 손이 스쳐도 다칠 일이 없다. 날카로움을 가만히 덮어두는 일, 그것도 누군가를 향한 배려다."
ICON-0473,무대모서리쿠션,공연,소장템,포근범곰|홍당멍|보컬밤비|도토리볕|긍정토끼|텐션곰|무대개굴|첫눈냥|모티프여우|전환여우|리본온기여우|지덕멍,무대모서리쿠션,mudɛmosʌɾikʰusjʌn,무대 끝 모서리에 폭신한 쿠션이 둘러진다. 격한 안무에 발끝이 닿아도 멍들지 않게. 빛나는 동작 하나하나 뒤편엔 보이지 않는 보호가 함께 춤추고 있다.
ICON-0474,바닥표식원판,공예시설,소장템,호주여우|마토깃토끼|베이비라이언|무술판다|스텝범|오사카냥|인사다람|동선멍|비트다람|우아수달|노블멍|물빛수달,판,pʰan,"바닥에 놓인 동그란 원판이 '여기 서세요'라고 조용히 말한다. 줄을 서는 사람도, 자리를 찾는 사람도 이 한 점을 보고 가만히 멈춘다. 질서란 작은 표식에서 자란다."
ICON-0475,손전등스트랩,공연,소장템|착용|스트랩,황제멍|캡틴퓨마|또렷막내멍|수호등토끼|꽃미냥|샛별노루|승협멍|포근볼|청량멍|별빛멍|소프트펭|막내카리스냥,스트랩,sɯtʰɯɾɛp,"손전등 끝에 매달린 끈을 손목에 한 바퀴 감으면, 어둠 속에서도 빛을 놓치지 않는다. 떨어뜨릴 걱정 없이 두 손이 자유로워지는, 작지만 든든한 한 바퀴의 묶음이다."
ICON-0476,동선차단줄,야외,소장템,검은스텝냥|브리즈멍|모티프돼지|단정펭귄|여우|청음냥|세이노루|호흡햄찌|숨결렉스|크루리듬멍|노블멍,줄,tɕul,"여기까진 들어오지 말아 달라고, 한 줄의 줄이 부드럽게 선을 긋는다. 위험한 곳과 안전한 곳을 가만히 가르는 다정한 경계. 막아서는 것도 누군가를 지키는 한 방식이다."
ICON-0477,안전확인핀,공예시설,소장템,막내알파카|별빛오리|호리범|햇살펭|꽃미냥|위트돌핀|안래빗|고음돌고래|신사멍|모티프노루|발도장냥,핀,pʰin,"점검이 끝난 자리마다 작은 핀이 '확인'을 남긴다. 빠뜨린 곳 없이 둘러본 마음의 도장 같은 한 점. 안전은 거창한 게 아니라, 이렇게 하나하나 짚어본 흔적의 합이다."
ICON-0478,미니클랩스틱,공연,소장템,든든곰|누룽상어|모티프돼지|쫑긋볕|청청솔|리더폭스|승협여우|루미병아리|삐약|우아수달|유영해파리|근육멍,미니클랩스틱,minikʰɯlɾɛpsɯtʰik,"딱— 하고 첫 박을 끊는 경쾌한 소리에, 현장에 선 모두의 호흡이 단번에 맞춰진다. 크기는 작아도 모든 장면의 출발선은 늘 이 한 박. 촬영의 설레는 시작이 여기서 열린다."
ICON-0479,데스크마이크커버,공연,소장템|보호|커버,황제멍|인사개굴|호흡삐약|노블병아리|막내토끼|글로우곰|발끝프로토냥|정렬사슴|리더프로듀냥|숨결다람|소프트펭|하모니곰,커버,kʰʌbʌ,책상 위 마이크에 보송한 커버가 살포시 씌워진다. 숨소리가 거칠게 터져도 잡음 없이 곱게 전해진다. 목소리를 가장 따뜻하게 감싸는 건 이 작고 부드러운 한 겹이다.
ICON-0480,흡음패널조각,자원,소장템|파츠|조각,신사코알라|숨결촛불냥|고음리더냥|폭신멍|비트토끼|꼬마양|건스키늑대|노블수달|햇살병아리|캡틴비트냥|스텝햄|온기토끼,흡음패널조각,hɯbɯmpʰɛnʌldʑoɡak,벽에 박힌 흡음 패널 한 조각이 메아리를 조용히 거둬 간다. 소리가 부딪혀 흩어지지 않으니 노래는 한결 맑게 고인다. 좋은 울림은 침묵을 정성껏 다듬는 일에서 비롯된다.
ICON-0481,헤드폰걸이캡,공연,소장템,별빛여우|티렉스담|랩펭|막내삐약|숨결냥|청음토끼|하루베어|정렬사슴|햇살병아리|브리즈토끼|별빛사막여우|인사식사슴,캡,kʰɛp,헤드폰을 여기 걸어두는 건 작은 약속이다. 다음 사람이 곧장 집어 쓰도록 줄을 풀어 가지런히. 갈고리 하나가 분주한 부스에 조용한 질서를 들인다.
ICON-0482,녹음중표식등,전자,소장템,베이비프로그|단정여우|동선곰|도토리볕|브리즈여우|스파크범|호흡토끼|범얼룩|코지냥|모티프노루|첫빛멍|스위치여우,녹음중표식등,noɡɯmdʑuŋpʰjosikdɯŋ,"붉은 등이 켜지는 순간, 부스 안의 모든 숨이 멎는다. 문 밖 발소리마저 멈추는 그 신호. 소리를 담는 일은 이 깊은 침묵을 지키는 데서 시작된다."
ICON-0483,피크정리통,공예시설,소장템,달빛냥|렌즈곰|보컬폭스|온기한빈여우|연기멍|도도냥|인사다람|호흡햄찌|모티프여우|캡틴가시|새끼다람|진심냥,통,tʰoŋ,"색깔별로 칸을 나눠 꽂아둔 피크들. 굵기와 무게가 손끝의 버릇을 만든다. 무대 직전, 보지 않고도 단번에 집어내는 그 정확함이 여기서 자란다."
ICON-0484,케이블라벨러,자원|문구,소장템|부착물|라벨|종이,바다스텝고래|검은별묘|동선곰|대왕햄승|쪼코푸들|든든소원멍|고음토끼|소리펭|리더토끼|시크돌핀|모카잔|햇살폭스,케이블라벨러,kʰeibɯlɾabelɾʌ,"수십 가닥이 엉킨 바닥에서도 길을 잃지 않으려면, 양 끝에 이름을 적어둬야 한다. 어디서 와서 어디로 가는지 적은 사람만이 어둠 속에서도 손이 헤매지 않는다."
ICON-0485,소형믹서노브,공연,소장템,바다스텝고래|소프트여우|배려멍|얼음볕|흰여우|스파크코알라|트랙멍|프레임사슴|스윙냥|키키기린|소프트늑대|스위치여우,소형믹서노브,sohjʌŋmiksʌnobɯ,"손가락 한 마디만큼 돌리면 목소리의 결이 달라진다. 올리면 거칠고 내리면 묻히는, 그 사이 단 한 점을 더듬는 일. 가장 미세한 손길이 가장 큰 변화를 빚는다."
ICON-0486,스탠드고정와셔,공예시설,소장템,인사개굴|호랑|달빛노루|꽃사슴|스파크범|말티연|단정곰|장면쥐|별빛멍|꼬마호랑이|갈색여우,와셔,wasjʌ,"무대를 떠받치는 건 화려한 조명이 아니라 이 작은 고리다. 흔들림을 단단히 붙들어 맨 채, 누구의 눈에도 띄지 않게 제 자리에서 묵묵히 버틴다."
ICON-0487,세트해체라벨,자원|문구,소장템|부착물|라벨|종이,명음호랑|마이크곰|베이비라이언|얼음볕|드래곤빈|꾀꼬리|고음토끼|작곡멍|신사멍|늑끼리더|안부사슴|물빛수달,라벨,ɾabel,세웠던 모든 것을 다시 조심스레 눕히는 데에도 분명한 순서가 있다. 어디서 풀고 어디로 옮길지 적힌 한 장. 짓는 손만큼 거두는 손도 야무지다.
ICON-0488,분실물봉투칩,문구,소장템|수납|봉투,밝은보컬멍|마이크멍|호리범|포근범|다채멍|샤인곰|브리즈햄찌|포근볼|노블햄찌|말티왕자멍|단풍볼|하모니곰,칩,tɕʰip,"누군가 흘리고 간 물건에는 저마다 사연이 깃든다. 작은 봉투에 담아 주인의 이름을 기다리는 일은, 잃어버린 사람의 마음까지 잠시 맡아두는 다정함이다."
ICON-0489,청소동선표식,생활,소장템,단정여우|호흡리트리버|정현댕|솜수달|꿈멍|리듬냥|첫눈냥|양털곰|시크돌핀|새끼다람|하모니여우,청소동선표식,tɕʰʌŋsodoŋsʌnpʰjosik,바닥에 그어둔 화살표를 따라가면 빈틈없이 닦인다. 빗자루도 길이 있어야 헛돌지 않는 법. 가장 반짝이는 자리는 가장 잘 그려둔 발걸음 끝에 있다.
ICON-0490,퇴장유도막대,공연,소장템,스텝토끼|선명멍|갈색곰|폭신멍|구구광|스파크코알라|드럼범|대형멍|여유라마|샤인토끼|런웨이다람|숨결햄,막대,makdɛ,마지막 박수가 잦아들면 이 막대가 길을 연다. 아직 들뜬 마음을 다치지 않게 천천히 흘려보내는 손. 끝맺음을 안내하는 일에도 따스한 배려가 담긴다.
ICON-0491,남은테이프볼,자원|공예시설,소장템,둥근보컬햄|패션냥|건반토끼|쫑긋볕|멜로곰돌이|토끼솔|포근라마|막내폭스|햇살병아리|스팟강아지|또렷초점냥|하모니곰,남은테이프볼,namɯntʰeipʰɯbol,"쓰고 남은 자투리를 둥글게 뭉치면 또 한 번 쓸모가 생긴다. 버려질 뻔한 끝자락이 모여 단단한 공이 되듯, 아끼는 마음은 작은 손끝에서 자란다."
ICON-0492,의자번호캡,공예시설,소장템,명음호랑|저음늘보|장면멍|폭신멍|붉은여우|리더렉스|숨결막내멍|첫눈토끼|포근토끼|전환여우|비트펭|숨결알파카,캡,kʰɛp,"객석 의자마다 숫자가 박혀 있어야 누구도 헤매지 않는다. 자리를 정해주는 작은 모자 하나가, 처음 온 사람의 두근거림을 편안한 안도로 바꿔준다."
ICON-0493,쓰레기분류핀,생활,소장템,지함늑대|니코캣런|베이비라이언|렌즈족제비|솜수달|위트토끼|쫑긋폭스토끼|그루브릴라|돼끼비트|크루리듬냥|또렷앵무|루미멍,핀,pʰin,"종이와 플라스틱을 갈라 꽂는 작은 핀. 섞이면 그저 쓰레기지만, 나누면 다시 쓰일 자원이 된다. 분류란 사물에게 두 번째 삶을 돌려주는 다정한 일이다."
ICON-0494,장비반납택,공연,소장템,막내삐약|도시여우|건반토끼|청량햄찌|글램뱀|든든소원멍|작은손천사햄|댄스멍|리듬햄찌|메인보컬늑대|첫인사토끼|스텝여우,장비반납택,tɕaŋbibannaptʰɛk,빌린 것은 반드시 제자리로 돌아와야 한다. 꼬리표를 달아 돌려보내는 손끝마다 신뢰가 한 겹씩 쌓인다. 잘 갚는 사람이 다음에도 마음 편히 빌린다.
